"id","days_to_event","date_out","out_event","date_in","in_event","breed","color","intake_age","adopt"
"A689222",2,"10/02/2014 09:00:00 AM","Transfer","09/30/2014 06:55:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",4,0
"A665075",5,"10/18/2013 01:15:00 PM","Transfer","10/13/2013 12:05:00 PM","Stray","Snowshoe Mix","Seal Point",24,0
"A751332",58,"08/03/2017 05:46:00 PM","Adoption","06/06/2017 06:36:00 PM","Stray","Domestic Longhair Mix","Brown Tabby",1,1
"A696976",96,"05/22/2015 06:52:00 PM","Adoption","02/15/2015 04:34:00 PM","Owner Surrender","Domestic Shorthair Mix","Torbie",120,1
"A731702",20,"08/15/2016 05:26:00 PM","Adoption","07/26/2016 01:03:00 PM","Owner Surrender","Siamese Mix","Seal Point",12,1
"A752434",43,"08/04/2017 12:29:00 PM","Adoption","06/22/2017 11:42:00 AM","Stray","Domestic Shorthair Mix","Black/White",1,1
"A768388",4,"03/22/2018 06:04:00 PM","Transfer","03/18/2018 03:35:00 PM","Stray","Domestic Medium Hair Mix","Brown Tabby/White",12,0
"A703440",4,"05/28/2015 05:57:00 PM","Adoption","05/24/2015 05:17:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",1,1
"A672462",16,"02/26/2014 04:48:00 PM","Transfer","02/10/2014 04:21:00 PM","Stray","Domestic Shorthair Mix","Black",24,0
"A752500",3,"06/26/2017 04:06:00 PM","Transfer","06/23/2017 11:00:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",1,0
"A705458",35,"07/22/2015 07:00:00 PM","Adoption","06/17/2015 03:16:00 PM","Stray","Domestic Shorthair Mix","Black",1,1
"A721570",176,"08/23/2016 06:38:00 PM","Adoption","02/29/2016 03:48:00 PM","Owner Surrender","Domestic Shorthair Mix","White",48,1
"A669450",1,"12/22/2013 08:32:00 AM","Euthanasia","12/21/2013 10:45:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",1,0
"A736404",74,"12/23/2016 04:16:00 PM","Adoption","10/10/2016 11:39:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby/White",1,1
"A667413",5,"11/22/2013 07:05:00 PM","Adoption","11/17/2013 05:06:00 PM","Owner Surrender","Domestic Medium Hair Mix","Calico",6,1
"A678096",70,"07/12/2014 07:37:00 PM","Adoption","05/03/2014 10:20:00 PM","Stray","Domestic Shorthair Mix","Black",3,1
"A744772",1,"03/08/2017 09:00:00 AM","Transfer","03/07/2017 12:17:00 PM","Stray","Domestic Longhair Mix","Black",12,0
"A763406",11,"12/20/2017 02:08:00 PM","Died","12/09/2017 02:07:00 PM","Stray","Domestic Shorthair Mix","Gray",1,0
"A739851",231,"07/27/2017 10:55:00 AM","Adoption","12/08/2016 08:31:00 AM","Public Assist","Domestic Shorthair Mix","Brown Tabby/White",24,1
"A757730",22,"09/27/2017 06:29:00 PM","Adoption","09/05/2017 07:17:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby/White",1,1
"A665145",63,"12/16/2013 05:32:00 PM","Adoption","10/14/2013 11:53:00 AM","Stray","Domestic Shorthair Mix","Cream Tabby",5,1
"A761723",77,"01/24/2018 08:10:00 AM","Adoption","11/08/2017 11:58:00 AM","Stray","American Shorthair Mix","Brown Tabby",2,1
"A689449",45,"11/18/2014 11:32:00 AM","Adoption","10/04/2014 11:29:00 AM","Stray","Domestic Shorthair Mix","Black",3,1
"A703090",5,"05/25/2015 01:50:00 PM","Transfer","05/20/2015 01:22:00 PM","Stray","Siamese Mix","Lynx Point",2,0
"A710654",20,"09/14/2015 07:08:00 PM","Transfer","08/25/2015 05:19:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby/White",1,0
"A708118",1,"07/24/2015 09:00:00 AM","Transfer","07/23/2015 11:37:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby/White",12,0
"A690318",393,"11/15/2015 05:46:00 PM","Adoption","10/18/2014 12:18:00 PM","Owner Surrender","Domestic Shorthair Mix","Black",108,1
"A762433",6,"11/26/2017 09:02:00 PM","Adoption","11/20/2017 02:02:00 PM","Owner Surrender","Domestic Medium Hair Mix","Calico",3,1
"A716771",5,"11/29/2015 07:11:00 PM","Transfer","11/24/2015 05:09:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",8,0
"A712631",1,"09/26/2015 07:13:00 PM","Transfer","09/25/2015 11:03:00 PM","Stray","Domestic Shorthair Mix","White/Gray",2,0
"A700139",12,"04/20/2015 02:09:00 PM","Transfer","04/08/2015 04:15:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",3,0
"A682741",4,"07/06/2014 01:52:00 PM","Transfer","07/02/2014 12:52:00 PM","Public Assist","Domestic Shorthair Mix","Black Tabby",24,0
"A696597",1,"02/09/2015 09:00:00 AM","Transfer","02/08/2015 11:00:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby/White",24,0
"A735409",19,"10/12/2016 02:36:00 PM","Transfer","09/23/2016 12:00:00 PM","Owner Surrender","Domestic Shorthair Mix","Black/White",12,0
"A727774",9,"06/03/2016 12:08:00 PM","Transfer","05/25/2016 05:16:00 PM","Stray","Domestic Shorthair Mix","Black",12,0
"A702991",35,"06/23/2015 04:37:00 PM","Adoption","05/19/2015 06:24:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",1,1
"A687666",1,"09/09/2014 09:00:00 AM","Transfer","09/08/2014 02:13:00 PM","Stray","Domestic Shorthair Mix","Cream Tabby/White",3,0
"A720428",11,"02/20/2016 01:20:00 PM","Adoption","02/09/2016 01:23:00 PM","Owner Surrender","Domestic Shorthair Mix","Torbie",6,1
"A750534",6,"06/03/2017 03:27:00 PM","Adoption","05/28/2017 02:04:00 PM","Stray","Domestic Shorthair Mix","White/Blue",1,1
"A727809",33,"06/28/2016 12:43:00 PM","Adoption","05/26/2016 11:52:00 AM","Stray","Domestic Shorthair Mix","Blue Tabby/White",1,1
"A757687",2,"09/07/2017 05:00:00 PM","Transfer","09/05/2017 11:32:00 AM","Stray","Domestic Medium Hair Mix","Black/White",96,0
"A751746",25,"07/07/2017 07:43:00 AM","Adoption","06/12/2017 12:02:00 PM","Stray","Domestic Shorthair Mix","Black",1,1
"A725407",69,"07/06/2016 11:39:00 AM","Adoption","04/28/2016 06:38:00 PM","Stray","Domestic Longhair Mix","Blue Tabby",3,1
"A703685",78,"08/13/2015 07:08:00 PM","Adoption","05/27/2015 06:16:00 PM","Owner Surrender","Domestic Shorthair Mix","Blue Tabby/White",3,1
"A729915",1,"06/26/2016 09:00:00 AM","Transfer","06/25/2016 02:38:00 PM","Stray","Siamese Mix","Seal Point",12,0
"A677084",7,"04/26/2014 01:58:00 PM","Adoption","04/19/2014 12:26:00 PM","Stray","Domestic Medium Hair Mix","Orange Tabby",9,1
"A642607",32,"01/07/2018 01:13:00 PM","Adoption","12/06/2017 04:27:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby/White",60,1
"A754424",4,"07/24/2017 05:41:00 PM","Adoption","07/20/2017 03:36:00 PM","Stray","Domestic Medium Hair Mix","Blue Tabby/White",2,1
"A728863",49,"07/28/2016 06:02:00 PM","Adoption","06/09/2016 04:51:00 PM","Stray","Domestic Shorthair Mix","Black",1,1
"A704573",38,"07/14/2015 01:38:00 PM","Transfer","06/06/2015 01:16:00 PM","Stray","Domestic Shorthair Mix","Black/White",1,0
"A738725",22,"12/11/2016 01:42:00 PM","Adoption","11/19/2016 05:18:00 PM","Stray","Domestic Medium Hair Mix","Blue/White",1,1
"A686900",1,"08/29/2014 09:00:00 AM","Transfer","08/28/2014 04:17:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",24,0
"A730479",1,"07/06/2016 09:00:00 AM","Transfer","07/05/2016 02:22:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",12,0
"A713536",70,"12/17/2015 03:23:00 PM","Transfer","10/08/2015 11:37:00 AM","Stray","Domestic Shorthair Mix","Black",24,0
"A684750",5,"08/02/2014 05:58:00 PM","Adoption","07/28/2014 11:01:00 AM","Owner Surrender","Domestic Shorthair Mix","Black",4,1
"A698574",2,"03/15/2015 10:22:00 AM","Euthanasia","03/13/2015 07:24:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",24,0
"A764944",5,"01/14/2018 05:33:00 PM","Transfer","01/09/2018 03:31:00 PM","Stray","Domestic Shorthair Mix","Gray Tabby",36,0
"A736475",27,"11/07/2016 06:37:00 PM","Adoption","10/11/2016 11:14:00 AM","Stray","Domestic Shorthair Mix","Black",5,1
"A686702",1,"08/26/2014 09:00:00 AM","Transfer","08/25/2014 03:33:00 PM","Stray","Domestic Shorthair Mix","Gray/White",5,0
"A761262",4,"11/05/2017 05:52:00 PM","Transfer","11/01/2017 06:30:00 PM","Stray","Domestic Medium Hair Mix","Calico",24,0
"A702122",80,"07/28/2015 10:00:00 AM","Adoption","05/09/2015 02:06:00 PM","Stray","Domestic Medium Hair Mix","White",24,1
"A735495",73,"12/06/2016 01:54:00 PM","Adoption","09/24/2016 02:53:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",1,1
"A709988",11,"08/26/2015 01:15:00 PM","Transfer","08/15/2015 02:08:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",1,0
"A753049",30,"07/30/2017 06:59:00 PM","Adoption","06/30/2017 06:37:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby/White",1,1
"A722897",8,"03/31/2016 01:01:00 PM","Adoption","03/23/2016 04:58:00 PM","Stray","Domestic Medium Hair","Black Smoke",12,1
"A686068",647,"05/24/2016 11:31:00 AM","Transfer","08/16/2014 11:17:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",2,0
"A735938",4,"10/05/2016 07:44:00 PM","Adoption","10/01/2016 03:40:00 PM","Stray","Domestic Medium Hair Mix","Brown Tabby/White",2,1
"A707683",39,"08/24/2015 07:32:00 PM","Adoption","07/16/2015 11:05:00 AM","Stray","Domestic Shorthair Mix","Black",1,1
"A760936",5,"10/31/2017 05:52:00 PM","Transfer","10/26/2017 12:15:00 PM","Stray","American Shorthair Mix","Black/Black",12,0
"A725952",57,"06/30/2016 01:38:00 PM","Adoption","05/04/2016 11:03:00 AM","Stray","Domestic Medium Hair Mix","Brown Tabby",4,1
"A756252",45,"09/30/2017 08:02:00 AM","Adoption","08/16/2017 01:51:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",1,1
"A703289",4,"05/26/2015 05:15:00 PM","Transfer","05/22/2015 04:11:00 PM","Stray","Domestic Shorthair Mix","Lynx Point",1,0
"A670294",5,"01/10/2014 02:32:00 PM","Transfer","01/05/2014 10:39:00 AM","Stray","Domestic Medium Hair Mix","Orange Tabby",24,0
"A727250",41,"06/30/2016 03:10:00 PM","Adoption","05/20/2016 12:38:00 PM","Stray","Domestic Shorthair Mix","White/Cream",4,1
"A734324",20,"09/25/2016 05:26:00 PM","Adoption","09/05/2016 09:53:00 AM","Owner Surrender","Domestic Shorthair Mix","Black/White",1,1
"A737176",40,"12/02/2016 08:40:00 AM","Adoption","10/23/2016 12:38:00 PM","Stray","Domestic Shorthair Mix","Torbie",4,1
"A658616",280,"11/09/2014 01:53:00 PM","Adoption","02/02/2014 03:11:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby",72,1
"A735876",6,"10/06/2016 05:40:00 PM","Adoption","09/30/2016 06:08:00 PM","Owner Surrender","Domestic Shorthair Mix","Torbie",2,1
"A713540",46,"11/23/2015 06:49:00 PM","Adoption","10/08/2015 12:26:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",1,1
"A728942",8,"06/19/2016 02:34:00 PM","Adoption","06/11/2016 12:21:00 PM","Owner Surrender","Domestic Shorthair Mix","Orange Tabby",2,1
"A718114",5,"12/26/2015 04:06:00 PM","Adoption","12/21/2015 03:18:00 PM","Owner Surrender","Domestic Shorthair Mix","Orange Tabby",8,1
"A706134",4,"06/29/2015 03:12:00 PM","Euthanasia","06/25/2015 11:30:00 AM","Stray","Siamese Mix","Blue Point",1,0
"A762206",48,"01/03/2018 12:34:00 PM","Adoption","11/16/2017 11:05:00 AM","Stray","Domestic Shorthair Mix","Blue Tabby",3,1
"A678454",44,"06/22/2014 11:19:00 AM","Adoption","05/09/2014 10:38:00 AM","Stray","Domestic Shorthair Mix","Black",1,1
"A753135",4,"07/06/2017 06:53:00 PM","Transfer","07/02/2017 11:21:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",9,0
"A713942",1,"10/16/2015 04:11:00 PM","Transfer","10/15/2015 02:50:00 PM","Stray","Domestic Shorthair Mix","Black/White",2,0
"A631379",4,"01/04/2015 12:39:00 PM","Adoption","12/31/2014 11:53:00 AM","Owner Surrender","Domestic Shorthair Mix","Blue Tabby/White",24,1
"A714032",7,"10/24/2015 01:33:00 PM","Transfer","10/17/2015 09:39:00 AM","Owner Surrender","Domestic Shorthair Mix","Blue",60,0
"A611690",4,"11/08/2014 04:04:00 PM","Adoption","11/04/2014 04:21:00 PM","Owner Surrender","Domestic Shorthair Mix","Blue",36,1
"A725600",20,"05/20/2016 04:51:00 PM","Transfer","04/30/2016 04:42:00 PM","Stray","Domestic Shorthair Mix","Black/White",4,0
"A759316",60,"11/29/2017 08:47:00 AM","Adoption","09/30/2017 01:22:00 PM","Stray","Domestic Shorthair Mix","White/Cream",2,1
"A661830",2,"10/17/2013 05:58:00 PM","Transfer","10/15/2013 08:25:00 AM","Stray","Domestic Medium Hair Mix","Torbie",12,0
"A680533",25,"06/29/2014 02:40:00 PM","Adoption","06/04/2014 08:01:00 AM","Stray","Domestic Shorthair Mix","Calico",12,1
"A712031",1,"09/16/2015 10:45:00 AM","Transfer","09/15/2015 06:40:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",3,0
"A710538",62,"10/25/2015 02:53:00 PM","Adoption","08/24/2015 01:25:00 PM","Stray","Domestic Shorthair Mix","White/Blue",1,1
"A679208",129,"09/23/2014 03:13:00 PM","Adoption","05/17/2014 02:21:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",1,1
"A771051",7,"05/06/2018 01:51:00 PM","Adoption","04/29/2018 03:09:00 PM","Stray","Domestic Medium Hair Mix","Black/White",12,1
"A765365",23,"02/10/2018 12:38:00 PM","Adoption","01/18/2018 03:08:00 PM","Stray","Domestic Shorthair Mix","Blue",24,1
"A679081",8,"05/24/2014 12:19:00 PM","Adoption","05/16/2014 11:25:00 AM","Stray","Snowshoe Mix","Calico Point",1,1
"A758938",15,"10/09/2017 01:09:00 PM","Transfer","09/24/2017 11:57:00 AM","Stray","Domestic Shorthair Mix","Torbie/White",3,0
"A684841",5,"08/03/2014 05:42:00 PM","Adoption","07/29/2014 01:02:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",2,1
"A711605",6,"09/15/2015 04:50:00 PM","Adoption","09/09/2015 02:24:00 PM","Stray","Manx Mix","Blue/White",2,1
"A680322",17,"06/18/2014 10:00:00 AM","Transfer","06/01/2014 03:01:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby/White",24,0
"A716569",4,"11/25/2015 08:19:00 PM","Transfer","11/21/2015 12:21:00 PM","Stray","Domestic Shorthair Mix","Black/White",12,0
"A761015",48,"12/14/2017 07:01:00 PM","Adoption","10/27/2017 05:50:00 PM","Stray","Domestic Shorthair Mix","Black",4,1
"A724817",78,"07/09/2016 07:13:00 PM","Adoption","04/22/2016 11:02:00 AM","Stray","Domestic Shorthair Mix","Calico",12,1
"A726349",48,"06/27/2016 06:20:00 PM","Adoption","05/10/2016 08:03:00 AM","Stray","Domestic Medium Hair Mix","Brown Tabby",1,1
"A688235",2,"09/18/2014 09:00:00 AM","Transfer","09/16/2014 03:05:00 PM","Stray","Domestic Shorthair Mix","Silver Tabby",7,0
"A732723",2,"08/14/2016 12:00:00 AM","Transfer","08/12/2016 04:24:00 PM","Public Assist","Snowshoe Mix","Flame Point",2,0
"A751167",27,"07/01/2017 06:19:00 PM","Adoption","06/04/2017 04:36:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",1,1
"A747716",2,"04/25/2017 03:34:00 PM","Transfer","04/23/2017 05:49:00 PM","Stray","Domestic Shorthair Mix","Black/White",4,0
"A686950",1,"08/30/2014 09:00:00 AM","Transfer","08/29/2014 12:08:00 PM","Stray","Domestic Shorthair Mix","Black/White",10,0
"A717748",15,"12/29/2015 07:56:00 PM","Transfer","12/14/2015 11:44:00 AM","Stray","Domestic Shorthair Mix","Blue Cream/White",60,0
"A725580",56,"06/25/2016 06:35:00 PM","Adoption","04/30/2016 03:28:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",2,1
"A694529",4,"01/03/2015 12:35:00 PM","Adoption","12/30/2014 11:09:00 AM","Stray","Domestic Shorthair Mix","Calico/White",36,1
"A769469",34,"05/09/2018 11:43:00 AM","Adoption","04/05/2018 01:33:00 PM","Stray","Domestic Medium Hair Mix","Blue Tabby",1,1
"A756221",45,"09/30/2017 04:24:00 PM","Adoption","08/16/2017 07:22:00 AM","Stray","Domestic Medium Hair Mix","Tortie",4,1
"A749077",4,"05/14/2017 04:58:00 PM","Transfer","05/10/2017 04:35:00 PM","Stray","Domestic Shorthair Mix","Tortie",12,0
"A664503",6,"10/10/2013 06:17:00 PM","Adoption","10/04/2013 12:08:00 PM","Stray","Domestic Shorthair Mix","Black/White",2,1
"A683776",1,"07/16/2014 09:00:00 AM","Transfer","07/15/2014 12:55:00 PM","Stray","Domestic Shorthair Mix","Tortie",3,0
"A751392",73,"08/19/2017 12:15:00 PM","Adoption","06/07/2017 04:30:00 PM","Stray","Domestic Shorthair Mix","Tortie",24,1
"A704959",19,"06/30/2015 06:54:00 PM","Adoption","06/11/2015 11:57:00 AM","Stray","Domestic Longhair Mix","Calico",1,1
"A713019",10,"10/11/2015 12:00:00 AM","Transfer","10/01/2015 02:45:00 PM","Stray","Domestic Shorthair Mix","Black/White",4,0
"A768658",4,"03/27/2018 07:02:00 PM","Adoption","03/23/2018 12:06:00 PM","Stray","Domestic Medium Hair Mix","Brown",4,1
"A687386",2,"09/06/2014 09:00:00 AM","Transfer","09/04/2014 11:36:00 AM","Stray","Domestic Shorthair Mix","Black",24,0
"A716223",1,"11/17/2015 05:17:00 PM","Transfer","11/16/2015 04:16:00 PM","Stray","Domestic Shorthair Mix","White/Black",3,0
"A711408",1,"09/07/2015 02:46:00 PM","Transfer","09/06/2015 12:50:00 PM","Stray","Domestic Shorthair Mix","Black/White",2,0
"A738010",10,"11/18/2016 11:42:00 AM","Adoption","11/08/2016 12:51:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",4,1
"A744427",34,"04/03/2017 11:31:00 AM","Adoption","02/28/2017 03:25:00 PM","Owner Surrender","Domestic Shorthair Mix","Orange Tabby",4,1
"A737611",6,"11/07/2016 05:12:00 PM","Transfer","11/01/2016 12:53:00 PM","Stray","Domestic Shorthair Mix","Blue/White",1,0
"A708422",7,"08/03/2015 12:00:00 AM","Transfer","07/27/2015 04:07:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby",4,0
"A665005",3,"10/15/2013 01:09:00 PM","Transfer","10/12/2013 12:10:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",1,0
"A711820",58,"11/09/2015 05:17:00 PM","Adoption","09/12/2015 02:22:00 PM","Stray","Domestic Shorthair Mix","Black/White",4,1
"A678140",4,"05/08/2014 11:34:00 AM","Transfer","05/04/2014 02:38:00 PM","Stray","Domestic Longhair/Rex","Tortie",4,0
"A678194",36,"06/10/2014 01:27:00 PM","Transfer","05/05/2014 02:53:00 PM","Owner Surrender","Domestic Shorthair Mix","Black/White",8,0
"A746272",2,"04/01/2017 05:45:00 PM","Adoption","03/30/2017 03:00:00 PM","Owner Surrender","Domestic Shorthair Mix","White/Cream Tabby",2,1
"A707356",1,"07/12/2015 05:30:00 PM","Transfer","07/11/2015 03:44:00 PM","Stray","Domestic Shorthair Mix","Black",1,0
"A687908",14,"09/25/2014 06:49:00 PM","Transfer","09/11/2014 04:33:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",3,0
"A735836",9,"10/09/2016 06:08:00 PM","Adoption","09/30/2016 11:43:00 AM","Stray","Domestic Shorthair Mix","Black",12,1
"A759984",21,"10/31/2017 11:20:00 AM","Transfer","10/10/2017 06:21:00 PM","Stray","Domestic Shorthair Mix","Black",3,0
"A704040",43,"07/13/2015 06:29:00 PM","Adoption","05/31/2015 05:18:00 PM","Stray","Snowshoe Mix","Seal Point/White",1,1
"A725803",36,"06/08/2016 02:06:00 PM","Transfer","05/03/2016 12:13:00 PM","Owner Surrender","Domestic Longhair Mix","Blue",132,0
"A749695",44,"07/01/2017 06:33:00 PM","Adoption","05/18/2017 01:17:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",3,1
"A718902",11,"01/20/2016 06:59:00 PM","Transfer","01/09/2016 11:24:00 AM","Stray","Domestic Shorthair Mix","Blue",24,0
"A721145",16,"03/09/2016 05:35:00 PM","Adoption","02/22/2016 12:53:00 PM","Owner Surrender","Domestic Longhair Mix","Brown Tabby/White",48,1
"A702138",21,"05/30/2015 04:41:00 PM","Adoption","05/09/2015 03:47:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",1,1
"A730697",7,"07/16/2016 02:43:00 PM","Adoption","07/09/2016 08:42:00 AM","Owner Surrender","Domestic Shorthair Mix","Orange Tabby/White",4,1
"A688612",4,"09/25/2014 06:26:00 PM","Adoption","09/21/2014 01:19:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",2,1
"A770470",4,"04/24/2018 12:19:00 PM","Transfer","04/20/2018 11:53:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",1,0
"A677913",1,"05/01/2014 04:25:00 PM","Transfer","04/30/2014 12:54:00 PM","Stray","Domestic Medium Hair Mix","Brown Tabby/White",11,0
"A675403",1,"03/28/2014 03:03:00 PM","Transfer","03/27/2014 11:02:00 AM","Stray","Domestic Medium Hair Mix","Black/White",5,0
"A694607",4,"01/04/2015 06:06:00 PM","Adoption","12/31/2014 02:39:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",5,1
"A681815",1,"06/21/2014 09:00:00 AM","Transfer","06/20/2014 03:45:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",12,0
"A664971",5,"10/16/2013 06:43:00 PM","Adoption","10/11/2013 06:16:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",1,1
"A736838",1,"10/19/2016 09:00:00 AM","Transfer","10/18/2016 10:05:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",5,0
"A761720",14,"11/22/2017 02:37:00 PM","Transfer","11/08/2017 11:07:00 AM","Stray","American Shorthair Mix","Black/Black",1,0
"A670569",7,"01/17/2014 05:47:00 PM","Adoption","01/10/2014 12:20:00 PM","Stray","Domestic Shorthair Mix","Black/White",4,1
"A672191",141,"06/26/2014 01:12:00 PM","Adoption","02/05/2014 02:52:00 PM","Stray","Domestic Shorthair Mix","Black",1,1
"A749692",8,"05/26/2017 01:21:00 PM","Died","05/18/2017 01:17:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",3,0
"A765552",4,"01/26/2018 06:18:00 PM","Adoption","01/22/2018 03:17:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",24,1
"A729358",9,"06/26/2016 03:01:00 PM","Adoption","06/17/2016 02:48:00 AM","Public Assist","Domestic Shorthair Mix","Brown Tabby",60,1
"A738784",5,"11/25/2016 05:30:00 PM","Adoption","11/20/2016 05:23:00 PM","Stray","Domestic Shorthair Mix","Orange/White",1,1
"A724632",21,"05/10/2016 12:28:00 PM","Adoption","04/19/2016 06:17:00 PM","Stray","Domestic Shorthair Mix","Black",8,1
"A704486",1,"06/06/2015 09:00:00 AM","Transfer","06/05/2015 01:53:00 PM","Stray","Domestic Shorthair Mix","Black",36,0
"A709513",1,"08/11/2015 02:55:00 PM","Transfer","08/10/2015 12:06:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby/White",3,0
"A701141",5,"04/29/2015 12:59:00 PM","Transfer","04/24/2015 02:05:00 PM","Stray","Domestic Shorthair Mix","Black Smoke",2,0
"A738304",4,"11/16/2016 05:46:00 PM","Transfer","11/12/2016 02:45:00 PM","Stray","Domestic Medium Hair Mix","Tortie",1,0
"A731686",25,"08/20/2016 05:41:00 PM","Adoption","07/26/2016 11:34:00 AM","Owner Surrender","Domestic Shorthair Mix","Torbie/White",24,1
